Date,Open,High,Low,Close,Adj Close,Volume
1993-04-08,44.53125,44.53125,44.09375,44.28125,26.407827,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,26.780537,348500
1993-04-13,44.875,45.15625,44.84375,45.0,26.83646,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.799189000000002,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,26.799189000000002,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,26.799189000000002,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,26.687371999999996,157000
1993-04-20,44.6875,44.75,44.25,44.53125,26.556921000000003,279500
1993-04-21,44.625,44.625,44.375,44.5,26.538275,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,26.202826,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,26.091010999999998,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,25.886004999999997,62600
1993-04-27,43.34375,43.875,43.34375,43.875,26.165557999999997,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,26.109634,85900
1993-04-29,43.875,43.96875,43.625,43.96875,26.221472,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,26.258728,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,26.42646,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,26.519640000000003,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,26.594186999999998,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,26.501013,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,26.445087,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,26.501013,113900
1993-05-11,44.4375,44.625,44.3125,44.625,26.612820000000003,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,26.575577000000003,31000
1993-05-13,44.375,44.375,44.0,44.03125,26.258728,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,26.240097,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,26.333267,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,26.314648,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,26.855090999999998,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.929644,98200
1993-05-21,45.1875,45.25,44.71875,44.75,26.687371999999996,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.799189000000002,30500
1993-05-25,45.125,45.125,45.03125,45.03125,26.855090999999998,191800
1993-05-26,45.15625,45.625,45.125,45.59375,27.190552,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,27.097383,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,26.966932,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,27.227827,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,27.190552,20300
1993-06-03,45.5,45.5,45.34375,45.4375,27.097383,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,27.004196000000004,32000
1993-06-07,45.375,45.375,45.125,45.125,26.911003000000004,121400
1993-06-08,45.0,45.0,44.71875,44.71875,26.668728,104500
1993-06-09,44.875,45.0625,44.8125,44.875,26.761910999999998,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,26.780537,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.89237,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.855090999999998,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,26.799189000000002,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.855090999999998,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,26.948282,37400
1993-06-18,44.84375,44.84375,44.5,44.5,26.726359999999996,58500
1993-06-21,44.625,44.625,44.53125,44.59375,26.782667,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,26.801426,137500
1993-06-23,44.625,44.625,44.21875,44.21875,26.557425,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.914038,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,26.895283000000003,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,27.195584999999998,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,27.064190000000004,207500
1993-06-30,45.125,45.21875,45.0,45.0625,27.064190000000004,437600
1993-07-01,45.125,45.125,44.875,44.9375,26.989116999999997,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.838964,285400
1993-07-06,44.625,44.75,44.15625,44.21875,26.557425,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,26.632509000000002,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,26.932825,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,27.007895,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.989116999999997,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.970340999999998,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,27.064190000000004,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,26.951576,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,26.876509000000002,216400
1993-07-19,44.75,44.75,44.59375,44.71875,26.857725,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.932825,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.914038,142700
1993-07-22,44.75,44.8125,44.5,44.5,26.726359999999996,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.857725,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,27.007895,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,26.989116999999997,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,26.932825,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,27.082966,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,26.932825,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,27.007895,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,27.026657,81600
1993-08-04,45.0,45.09375,44.875,45.0,27.026657,434000
1993-08-05,45.0,45.0,44.84375,44.90625,26.970340999999998,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,27.007895,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,27.158056,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,27.139271,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,27.139271,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,27.064190000000004,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,27.101728,103500
1993-08-16,45.15625,45.5,45.15625,45.375,27.251883000000003,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,27.345732,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,27.495869,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,27.495869,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,27.514633,80700
1993-08-23,45.625,45.75,45.625,45.71875,27.458338,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,27.758629,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,27.777395000000002,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,27.796166999999997,120000
1993-08-27,46.15625,46.25,46.15625,46.25,27.777395000000002,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,27.890001,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,27.965086,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,27.927553000000003,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,27.8337,472400
1993-09-03,46.3125,46.4375,46.25,46.375,27.852468,630500
1993-09-07,46.375,46.4375,46.0,46.0625,27.664790999999997,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,27.57095,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,27.627256,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,27.871240999999998,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,27.890001,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,27.777395000000002,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,27.852468,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,27.739865999999996,54300
1993-09-17,45.875,45.90625,45.75,45.8125,27.686081,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,27.459453999999997,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,27.365019,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,27.591637,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,27.742728999999997,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,27.667191,53500
1993-09-27,46.125,46.28125,46.125,46.28125,27.969365999999997,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,27.91272,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,27.818271999999997,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,27.76162,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,27.893814000000003,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,27.931590999999997,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,27.893814000000003,436500
1993-10-06,46.1875,46.375,46.125,46.125,27.874939,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,27.799387,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,27.837165999999996,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,27.893814000000003,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,27.931590999999997,26200
1993-10-13,46.25,46.25,46.15625,46.21875,27.931590999999997,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,28.290409000000004,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,28.441498,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,28.365957,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,28.158215999999996,880100
1993-10-20,46.75,46.75,46.5625,46.65625,28.195971000000004,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,28.158215999999996,56200
1993-10-22,46.65625,46.84375,46.375,46.375,28.026001,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,28.101564,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,28.082665999999996,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,28.101564,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,28.309296000000003,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,28.309296000000003,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,28.384829999999997,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,28.365957,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,28.007133000000003,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,27.704956,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,27.837165999999996,363200
1993-11-08,46.09375,46.25,45.96875,46.125,27.874939,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,27.893814000000003,246900
1993-11-10,46.15625,46.5,46.03125,46.5,28.101564,46500
1993-11-11,46.5,46.625,46.34375,46.375,28.026001,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,28.158215999999996,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,28.139321999999996,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,28.271535999999998,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,28.120438,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,28.044897,240800
1993-11-19,46.25,46.375,46.21875,46.3125,27.988245000000003,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,27.818271999999997,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,27.969365999999997,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,28.082665999999996,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,28.101564,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,27.988245000000003,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,28.007133000000003,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,28.044897,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,28.120438,352000
1993-12-03,46.5,46.71875,46.5,46.71875,28.233755,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,28.328169,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,28.309296000000003,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,28.309296000000003,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,28.214865000000003,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,28.158215999999996,412900
1993-12-13,46.59375,46.875,46.53125,46.875,28.328169,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,28.120438,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,28.082665999999996,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,28.177101,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,28.331945,104700
1993-12-20,46.53125,46.65625,46.5,46.625,28.369976,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,28.274902,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,28.465065000000003,410300
1993-12-23,46.75,46.84375,46.6875,46.75,28.446053999999997,533800
1993-12-27,46.75,47.0,46.75,47.0,28.598158,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,28.655207,880600
1993-12-29,47.125,47.15625,47.0,47.03125,28.617163,266700
1993-12-30,47.0,47.0,46.75,46.84375,28.503103000000003,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,28.350962,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,28.274902,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,28.389002,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,28.446053999999997,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,28.446053999999997,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,28.617163,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,28.959428999999997,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,28.902395000000002,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,28.807327,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,28.731278999999997,244300
1994-01-14,47.375,47.5,47.375,47.40625,28.845358,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,28.845358,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,28.883387,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,28.807327,200800
1994-01-20,47.40625,47.5,47.375,47.46875,28.883387,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,28.826340000000002,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,28.71225,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,28.71225,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,28.7883,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,29.054503999999998,344500
1994-01-28,47.9375,48.03125,47.875,47.875,29.130565999999998,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,29.339739,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,29.187626,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,29.377764000000003,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,29.244663,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,28.579144,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,28.71225,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,28.731278999999997,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,28.845358,144600
1994-02-10,47.375,47.40625,47.0,47.0,28.598158,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,28.693234999999998,519400
1994-02-14,47.0625,47.375,47.0,47.21875,28.731278999999997,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,28.883387,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,28.864373999999998,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,28.693234999999998,342400
1994-02-18,47.1875,47.21875,46.75,46.875,28.522112,313300
1994-02-22,47.0,47.34375,47.0,47.34375,28.807327,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,28.731278999999997,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,28.350962,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,28.484059999999996,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,28.484059999999996,333000
1994-03-01,46.8125,46.90625,46.375,46.625,28.369976,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,28.408014,581500
1994-03-03,46.625,46.625,46.4375,46.5625,28.331945,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,28.408014,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,28.560140999999998,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,28.446053999999997,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,28.579144,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,28.350962,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,28.503103000000003,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,28.541128000000004,345900
1994-03-15,47.0,47.09375,46.84375,46.875,28.522112,748600
1994-03-16,46.9375,47.25,46.78125,47.25,28.750269,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,28.750269,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,28.743996000000003,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,28.667515,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,28.743996000000003,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,28.724884000000003,698500
1994-03-24,46.75,46.84375,46.15625,46.375,28.380640000000003,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,28.112906,100900
1994-03-28,46.0,46.0625,45.59375,46.0,28.151146,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,27.596536999999998,338400
1994-03-30,45.125,45.25,44.46875,44.46875,27.214039,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,27.290547999999998,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,26.869806,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,27.424408000000003,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,27.424408000000003,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,27.558284999999998,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,27.347927000000002,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,27.462675,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,27.424408000000003,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,27.280987,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,27.290547999999998,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,27.290547999999998,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,27.108858,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,27.147104,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,27.11842,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,27.481789000000003,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,27.453106,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,27.739973,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,27.711284999999997,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,27.510483,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,27.596536999999998,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,27.768656,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,27.739973,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,27.692141999999997,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,27.653896000000003,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,27.386179,216300
1994-05-09,44.625,44.75,44.28125,44.359375,27.147104,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,27.357489,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,27.108858,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,27.24275,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,27.24275,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,27.252306,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,27.653896000000003,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,27.854727,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.988609000000004,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,27.883398,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,27.835592,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,27.950347999999998,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,28.026831,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,28.045958000000002,369600
1994-05-27,45.75,45.875,45.671875,45.875,28.07465,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,28.036406,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,28.160702,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,28.132022999999997,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,28.294565000000002,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,28.285009000000002,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,28.246767,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,28.017277000000004,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,28.170259,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,28.218084,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,28.256321000000003,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,28.476257,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,28.361517,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,28.418882,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,28.260265000000004,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,28.019632,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,27.778994,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,27.884865,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,27.721231,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,27.143711,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.615370000000002,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,27.48061,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,27.567238,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,27.393967,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,27.451719,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,27.596097999999998,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,27.557606,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,27.67312,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,27.663484999999998,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,27.567238,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,27.605726,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,27.653871999999996,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,27.952242,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,27.961876,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,28.01,72300
1994-07-19,45.546875,45.5625,45.375,45.375,27.952242,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,27.827114,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.884865,86300
1994-07-22,45.375,45.40625,45.25,45.34375,27.932996999999997,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,27.971508,120900
1994-07-26,45.390625,45.421875,45.3125,45.359375,27.942619,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.942619,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,28.000376,828200
1994-07-29,45.765625,46.046875,45.75,45.90625,28.279518,459100
1994-08-01,45.9375,46.15625,45.890625,46.125,28.414263000000002,486300
1994-08-02,46.28125,46.375,46.03125,46.1875,28.452776,505500
1994-08-03,46.171875,46.234375,46.09375,46.203125,28.462402,144100
1994-08-04,46.171875,46.21875,45.921875,45.9375,28.298771000000002,231700
1994-08-05,45.703125,45.84375,45.65625,45.78125,28.202507,138400
1994-08-08,45.828125,45.9375,45.78125,45.890625,28.269896000000003,328600
1994-08-09,45.71875,45.96875,45.71875,45.96875,28.318018,105900
1994-08-10,46.0,46.1875,45.9375,46.140625,28.423882,840300
1994-08-11,46.03125,46.234375,45.734375,45.96875,28.318018,876200
1994-08-12,46.046875,46.34375,46.046875,46.328125,28.539391,184100
1994-08-15,46.375,46.484375,46.3125,46.3125,28.529778999999998,325900
1994-08-16,46.34375,46.6875,46.15625,46.640625,28.731894,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.712647999999998,133700
1994-08-18,46.453125,46.5625,46.40625,46.453125,28.616390000000003,620000
